100	நூறு
200	இருநூறு
300	முந்நூறு
400	நானூறு
500	ஐந்நூறு
600	அறுநூறு
700	எழுநூறு
800	எட்டுநூறு
900	ஒன்பதுநூறு
௧௦௦	நூறு
௨௦௦	இருநூறு
௩௦௦	முந்நூறு
௪௦௦	நானூறு
௫௦௦	ஐந்நூறு
௬௦௦	அறுநூறு
௭௦௦	எழுநூறு
௮௦௦	எட்டுநூறு
௯௦௦	ஒன்பதுநூறு
1	நூற்று
2	இருநூற்று
3	முந்நூற்று
4	நானூற்று
5	ஐநூற்று
6	அறுநூற்று
7	எழுநூற்று
8	எட்டுநூற்று
9	ஒன்பதுநூற்று
௧	நூற்று
௨	இருநூற்று
௩	முந்நூற்று
௪	நானூற்று
௫	ஐநூற்று
௬	அறுநூற்று
௭	எழுநூற்று
௮	எட்டுநூற்று
௯	ஒன்பதுநூற்று
